frame,t,dx,dy,rot_deg,scale,ntrack,framediff,sharpness,brightness,contrast
3161,105.627,-5.008,-3.685,-0.0575,1.009,393,8.962,194.81,128.87,41.5
3162,105.66,-4.754,-3.086,-0.068,1.0076,399,8.544,178.75,128.97,41.6
3163,105.694,-5.147,-3.33,-0.0946,1.0081,392,8.401,172.91,128.77,41.79
3164,105.727,-5.007,-3.245,-0.0867,1.0079,398,8.38,185.03,128.59,42.17
3165,105.761,-4.984,-3.456,-0.0869,1.0082,398,8.505,181.3,128.65,42.47
3166,105.794,-5.243,-3.548,-0.1038,1.0085,399,8.384,171.5,128.92,42.63
3167,105.828,-5.379,-3.627,-0.1194,1.0085,391,8.248,165.23,129.22,42.73
3168,105.861,-5.126,-2.929,-0.1318,1.0072,389,8.069,217.84,128.78,43.01
3169,105.894,-5.161,-2.549,-0.1524,1.0066,391,7.84,236.06,128.83,43.26
3170,105.928,-5.532,-2.583,-0.1659,1.0069,393,8.312,223.06,129.15,43.4
3171,105.961,-5.464,-2.451,-0.1571,1.0068,395,8.451,203.99,129.48,43.52
3172,105.995,-6.227,-2.492,-0.2008,1.0073,394,8.86,200.59,129.56,43.76
3173,106.028,-6.47,-2.373,-0.2214,1.0075,394,9.065,229.97,129.54,44.11
3174,106.061,-7.592,-2.193,-0.2612,1.0079,391,10.521,291.25,128.84,44.37
3175,106.095,-9.659,-1.548,-0.3676,1.0078,386,10.22,249.21,129.22,44.52
3176,106.128,-11.649,-0.345,-0.4041,1.0075,375,10.841,207.85,129.9,44.67
3177,106.162,-17.451,-0.413,-0.6691,1.0104,376,11.231,181.75,130.67,44.8
3178,106.195,-17.707,0.669,-0.6322,1.0091,379,11.609,152.61,131.08,45.11
3179,106.228,-23.376,1.545,-0.8987,1.0102,361,11.986,131.68,131.19,45.44
3180,106.262,-26.64,-0.51,-0.9686,1.0143,331,11.231,83.12,131.73,45.1
3181,106.295,-25.178,3.612,-0.8659,1.0072,302,10.181,68.75,131.98,44.17
3182,106.329,-30.233,1.681,-1.075,1.0119,281,9.782,62.2,132.07,42.65
3183,106.362,-30.763,5.053,-1.1262,1.0069,301,9.639,60.07,131.84,41.16
3184,106.396,-30.467,-0.358,-0.839,1.014,268,10.045,50.7,131.43,39.42
3185,106.429,-31.97,-0.388,-0.8607,1.0141,245,9.987,42.3,130.25,37.84
3186,106.462,-37.579,7.186,-1.3728,1.0046,252,9.838,41.35,128.95,36.12
3187,106.496,-39.949,7.782,-1.5012,1.0048,223,9.523,33.66,128.14,33.98
3188,106.529,-35.799,-1.08,-0.9434,1.0162,258,9.186,28.36,128.26,31.9
3189,106.563,-43.956,1.193,-1.5464,1.0146,263,8.573,23.55,128.54,29.04
3190,106.596,-46.745,4.341,-1.7546,1.0108,233,7.446,19.41,129.51,28.08
3191,106.629,-39.226,2.095,-1.1862,1.0116,262,6.554,15.33,132.73,27.15
3192,106.663,-37.251,3.09,-1.0565,1.0095,216,6.525,5.84,135.06,25.73
3193,106.696,-45.466,7.051,-1.6715,1.0061,151,5.501,4.48,137.88,24.42
3194,106.73,-33.175,-1.291,-0.7011,1.014,127,4.813,3.81,138.99,23.1
3195,106.763,-43.508,2.742,-1.4617,1.0107,138,4.646,3.16,138.86,21.9
3196,106.797,-32.627,1.419,-0.6699,1.0109,85,4.075,2.4,138.17,20.49
3197,106.83,-42.347,16.809,-1.5235,0.9923,71,3.786,1.85,136.77,19.08
3198,106.863,-29.061,0.559,0.0241,0.999,57,3.464,1.52,134.91,17.87
3199,106.897,-27.7,-0.629,0.1709,1.0004,50,2.179,1.31,133.98,16.49
3200,106.93,0.131,-0.166,0.017,1.0003,70,1.089,1.19,133.94,15.5
3201,106.964,0.038,0.093,-0.0005,0.9999,39,2.038,1.26,132.55,17.43
3202,106.997,-0.092,-0.039,-0.0059,1.0001,130,3.089,1.45,130.03,24.52
3203,107.03,-0.001,-0.007,-0.0052,1.0003,76,6.111,1.68,124.9,33.28
3204,107.064,0.046,0.043,0.0502,1.0,11,6.965,1.87,120.68,39.01
3205,107.097,-25.278,10.595,-0.8881,0.9895,37,8.759,2.15,117.65,41.29
3206,107.131,-11.307,-0.04,0.1194,0.9933,59,8.624,2.58,115.34,42.21
3207,107.164,-17.035,4.243,-0.3298,0.9925,94,8.651,2.69,112.86,42.57
3208,107.198,-22.669,3.95,-0.7099,0.997,128,8.606,2.96,110.03,42.46
3209,107.231,-12.784,3.395,-0.0123,0.9914,107,9.813,4.92,107.21,42.22
3210,107.264,-22.138,6.657,-0.8596,0.9949,179,7.913,6.24,104.53,41.94
3211,107.298,-19.73,4.204,-0.6965,0.9967,185,7.774,7.7,102.74,41.5
3212,107.331,-17.989,4.457,-0.6356,0.9961,189,7.841,8.46,101.62,40.99
3213,107.365,-14.149,3.019,-0.4012,0.9961,239,7.898,8.93,100.28,40.62
3214,107.398,-14.142,3.074,-0.432,0.9965,269,8.259,9.94,99.61,40.13
3215,107.431,-13.139,3.126,-0.387,0.9961,258,8.726,14.81,99.13,39.71
3216,107.465,-10.896,2.892,-0.2696,0.9953,254,9.15,19.34,98.67,39.46
3217,107.498,-10.079,2.898,-0.2491,0.9952,262,10.703,23.71,99.76,39.8
3218,107.532,-12.642,1.16,-0.3793,0.9988,290,9.913,24.97,99.67,39.86
3219,107.565,-9.259,1.632,-0.228,0.997,330,9.659,26.95,99.44,39.54
3220,107.599,-7.265,1.972,-0.1482,0.9958,310,10.45,29.17,100.18,39.53
3221,107.632,-8.356,0.449,-0.1792,0.9985,326,10.146,30.85,100.5,39.4
3222,107.665,-7.994,0.784,-0.175,0.998,339,10.307,29.78,100.79,39.38
3223,107.699,-7.223,1.429,-0.1497,0.997,344,10.33,28.87,100.86,39.4
3224,107.732,-7.453,0.672,-0.1512,0.9981,368,11.009,32.87,101.49,39.63
3225,107.766,-7.437,0.529,-0.1567,0.9982,364,11.139,57.42,102.11,39.83
3226,107.799,-7.158,1.216,-0.1737,0.9976,355,10.913,58.57,102.52,40.03
3227,107.832,-7.173,0.486,-0.1689,0.9986,390,10.252,53.93,102.75,39.97
3228,107.866,-7.039,0.888,-0.181,0.9981,395,10.327,53.9,103.43,40.08
3229,107.899,-7.204,0.212,-0.173,0.999,398,10.396,63.29,104.39,40.08
3230,107.933,-7.297,0.684,-0.1988,0.9987,390,10.352,70.88,105.5,40.16
3231,107.966,-7.57,0.122,-0.2109,0.9998,398,9.471,65.3,105.81,39.77
3232,108.0,-7.295,-0.068,-0.1908,1.0003,399,9.125,64.12,106.21,39.49
3233,108.033,-7.45,0.145,-0.2025,1.0008,390,8.608,68.38,106.53,39.11
3234,108.066,-7.334,-0.217,-0.1903,1.0019,398,9.004,90.09,107.94,39.01
3235,108.1,-7.671,-0.242,-0.2036,1.0024,398,7.83,80.54,108.33,38.44
3236,108.133,-7.298,-0.424,-0.1836,1.0027,398,7.774,76.07,109.09,37.97
3237,108.167,-7.781,-0.674,-0.204,1.0034,396,8.214,75.31,110.56,37.68
3238,108.2,-7.708,-1.491,-0.1734,1.0046,386,7.822,80.49,111.88,37.25
3239,108.233,-8.157,-1.37,-0.2146,1.0049,389,7.654,80.94,113.18,36.87
3240,108.267,-8.027,-1.693,-0.2007,1.0058,393,7.576,77.04,114.61,36.54
3241,108.3,-8.001,-1.891,-0.1984,1.0064,392,7.456,76.16,116.15,36.22
3242,108.334,-8.275,-2.229,-0.2061,1.0076,394,7.243,79.74,117.71,35.66
3243,108.367,-7.899,-2.151,-0.1829,1.008,376,7.459,78.58,119.54,35.17
3244,108.401,-8.645,-2.473,-0.217,1.0091,388,7.226,71.65,120.95,34.6
3245,108.434,-9.069,-2.877,-0.2384,1.0103,379,7.212,66.39,122.64,34.08
3246,108.467,-8.919,-2.766,-0.2426,1.0105,391,7.169,62.89,124.65,33.46
3247,108.501,-7.566,-2.1,-0.1848,1.0095,385,6.568,56.18,126.11,32.82
3248,108.534,-8.611,-2.646,-0.2535,1.0112,379,6.418,48.41,127.54,32.21
3249,108.568,-7.021,-1.929,-0.1694,1.01,382,6.342,46.19,128.99,31.71
3250,108.601,-7.014,-2.474,-0.1616,1.0116,372,5.935,49.08,130.02,31.09
3251,108.634,-6.548,-2.678,-0.1394,1.0122,376,5.606,56.89,130.91,30.49
3252,108.668,-5.48,-2.277,-0.1081,1.0112,355,5.162,51.9,131.55,29.85
3253,108.701,-4.818,-1.653,-0.1102,1.0097,342,4.746,49.7,132.07,29.32
3254,108.735,-4.964,-1.408,-0.1282,1.0091,350,4.574,47.81,132.49,28.95
3255,108.768,-4.752,-1.525,-0.1179,1.009,335,4.585,51.87,132.91,28.8
3256,108.802,-4.867,-1.971,-0.1151,1.0096,331,4.44,50.6,133.22,28.66
3257,108.835,-5.181,-1.954,-0.1482,1.0093,354,4.229,46.44,133.47,28.5
3258,108.868,-5.861,-1.439,-0.1963,1.0085,395,4.123,43.99,133.66,28.44
3259,108.902,-6.375,-1.632,-0.221,1.0085,370,4.204,45.95,133.74,28.6
3260,108.935,-6.237,-1.366,-0.2,1.008,392,4.333,46.68,133.81,28.71
3261,108.969,-6.745,-1.279,-0.2116,1.0078,389,4.458,46.34,133.92,28.71
3262,109.002,-7.398,-1.018,-0.2433,1.0077,375,4.533,43.92,134.03,28.69
3263,109.035,-7.183,-0.835,-0.2354,1.0077,393,4.447,48.61,134.05,28.78
3264,109.069,-6.894,-0.93,-0.2253,1.0077,391,4.361,47.73,134.12,28.83
3265,109.102,-7.27,-0.691,-0.2447,1.0076,390,4.301,45.55,134.2,28.84
3266,109.136,-8.026,-0.958,-0.2603,1.0082,383,4.514,42.49,134.36,28.8
3267,109.169,-8.759,-1.119,-0.2981,1.0082,368,4.476,42.1,134.45,28.88
3268,109.202,-9.041,-0.892,-0.3165,1.0079,364,4.466,42.0,134.5,29.04
3269,109.236,-10.458,-1.531,-0.3679,1.0094,332,4.514,40.94,134.48,29.15
3270,109.269,-11.132,-1.083,-0.3798,1.0093,367,4.692,37.83,134.48,29.15
3271,109.303,-12.166,-0.952,-0.4118,1.0096,344,4.891,35.85,134.53,29.23
3272,109.336,-13.791,-1.283,-0.4776,1.0108,314,5.009,33.5,134.62,29.42
3273,109.37,-13.552,-1.824,-0.4099,1.0118,324,4.927,31.4,134.56,29.49
3274,109.403,-14.088,-0.838,-0.4319,1.0108,324,4.898,26.31,134.53,29.46
3275,109.436,-16.404,-0.949,-0.5541,1.0118,295,4.888,22.09,134.5,29.47
3276,109.47,-17.451,0.345,-0.6233,1.0109,280,4.813,19.48,134.47,29.48
3277,109.503,-17.005,0.501,-0.5789,1.0106,278,4.71,13.99,134.4,29.46
3278,109.537,-19.904,-2.348,-0.6793,1.0159,211,4.763,12.48,134.51,29.33
3279,109.57,-19.156,-2.066,-0.6209,1.0155,205,4.649,11.25,134.53,29.18
3280,109.603,-21.423,-2.403,-0.7335,1.0165,186,4.593,14.01,134.23,29.27
3281,109.637,-20.458,0.209,-0.6869,1.0135,207,4.981,13.67,134.32,29.31
3282,109.67,-18.424,-0.864,-0.5513,1.014,178,4.4,10.62,134.24,29.12
3283,109.704,-20.794,1.534,-0.7338,1.0115,155,4.468,10.1,134.06,28.98
3284,109.737,-17.568,-1.632,-0.4562,1.0143,148,4.405,9.96,133.63,28.87
3285,109.771,-20.669,2.326,-0.7491,1.0093,147,4.631,8.41,133.23,28.87
3286,109.804,-21.848,1.595,-0.8159,1.0104,142,4.458,7.21,132.87,28.7
3287,109.837,-18.55,2.68,-0.6482,1.0073,138,4.311,6.69,132.36,28.46
3288,109.871,-19.711,3.022,-0.7244,1.0074,140,4.385,6.63,131.67,28.53
3289,109.904,-19.281,0.063,-0.609,1.0117,119,4.708,6.5,131.09,28.75
3290,109.938,-20.084,-0.073,-0.6514,1.0114,119,4.909,6.25,130.11,29.01
3291,109.971,-28.363,3.754,-1.2333,1.0085,111,5.242,5.92,129.03,29.41
3292,110.004,-28.3,5.112,-1.2367,1.0065,93,5.498,5.55,128.01,29.72
3293,110.038,-22.961,15.937,-1.2913,0.9926,83,6.165,5.47,126.57,30.22
3294,110.071,-31.626,6.834,-1.4953,1.0057,100,6.52,4.63,125.44,30.39
3295,110.105,-14.865,6.44,-0.5767,0.9965,90,5.933,4.6,124.93,30.2
3296,110.138,-18.553,1.664,-0.6194,1.0036,99,5.794,5.21,124.47,29.89
3297,110.172,-30.087,15.183,-1.6936,0.996,110,5.737,5.93,124.04,29.61
3298,110.205,-27.195,16.848,-1.6001,0.9926,60,5.286,6.84,123.69,29.23
3299,110.238,-11.057,3.468,-0.3219,0.9972,53,4.947,7.13,123.55,28.82
3300,110.272,-11.011,2.537,-0.298,0.9983,61,4.668,9.24,123.4,28.13
3301,110.305,-9.801,2.403,-0.2321,0.9975,66,4.651,10.85,122.57,27.46
3302,110.339,-12.505,2.153,-0.3774,1.0003,77,4.311,12.86,121.84,26.78
3303,110.372,-8.509,2.751,-0.1809,0.9975,84,4.059,13.35,121.21,26.24
3304,110.405,-11.048,2.337,-0.3023,1.0008,81,3.66,12.69,120.8,25.61
3305,110.439,-6.313,2.288,-0.0406,0.9979,76,3.548,10.16,120.76,25.02
3306,110.472,-8.403,2.024,-0.1488,1.0,102,3.832,8.34,121.4,25.01
3307,110.506,-10.186,1.127,-0.2207,1.0025,96,3.702,10.57,122.05,25.24
3308,110.539,-8.506,2.303,-0.1676,0.9997,114,3.438,8.4,122.52,25.18
3309,110.573,-9.505,3.136,-0.2658,0.9999,100,3.49,10.19,123.08,25.14
3310,110.606,-7.35,1.619,-0.0836,1.0007,91,3.813,9.88,123.93,25.02
3311,110.639,-7.874,1.199,-0.0991,1.0018,89,3.509,11.28,124.12,24.91
3312,110.673,-7.732,1.738,-0.1029,1.0011,112,3.327,12.97,124.08,24.81
3313,110.706,-10.057,1.677,-0.2445,1.0031,103,3.383,15.43,123.98,24.79
3314,110.74,-8.713,2.865,-0.202,1.0014,99,3.284,14.75,123.98,24.51
3315,110.773,-7.395,0.987,-0.0558,1.0037,99,3.353,14.43,124.32,24.27
3316,110.806,-9.854,3.178,-0.2593,1.0031,108,3.07,13.16,124.62,23.99
3317,110.84,-5.916,3.423,-0.0195,1.0007,93,2.963,13.61,125.07,23.7
3318,110.873,-9.349,3.896,-0.2355,1.0028,111,3.231,12.88,124.99,23.32
3319,110.907,-7.325,2.899,-0.0576,1.0031,103,3.284,12.97,124.99,22.86
3320,110.94,-9.43,4.126,-0.226,1.0033,112,3.35,11.66,124.71,22.51
3321,110.974,-8.153,5.199,-0.1493,1.0017,105,3.17,11.06,124.6,22.12
3322,111.007,-7.842,6.778,-0.1662,1.0006,104,3.434,9.79,124.14,22.11
3323,111.04,-7.101,7.834,-0.1477,0.9996,92,3.83,7.74,123.6,22.76
3324,111.074,-6.283,8.705,-0.1381,0.9996,88,4.134,6.92,123.26,22.5
3325,111.107,-5.172,9.143,-0.0837,0.999,83,4.032,6.29,123.13,22.2
3326,111.141,-4.396,10.22,-0.079,0.9975,73,3.943,6.21,122.91,22.13
3327,111.174,-5.008,9.11,-0.1325,0.9995,63,3.898,5.09,122.46,22.2
3328,111.207,-2.263,8.958,0.0072,0.9986,47,3.565,4.79,121.79,22.32
3329,111.241,-3.823,6.627,-0.0984,1.0032,52,2.834,3.76,122.05,22.54
3330,111.274,1.24,13.488,0.0184,0.9927,49,2.667,3.73,121.61,22.62
3331,111.308,0.013,12.171,-0.0175,0.9952,43,2.557,3.99,121.23,22.71
3332,111.341,-0.197,11.788,-0.0342,0.9957,44,2.695,4.71,120.73,22.96
3333,111.375,-0.818,11.709,-0.0567,0.9958,43,2.66,5.9,120.82,23.35
3334,111.408,-3.449,5.437,-0.0636,1.0044,45,2.44,6.1,120.68,23.42
3335,111.441,-4.357,5.015,-0.1202,1.0052,46,2.519,6.14,120.86,23.5
3336,111.475,-1.024,11.144,-0.082,0.9962,43,2.719,5.33,121.26,23.63
3337,111.508,-0.321,10.987,-0.0605,0.9956,41,2.771,5.88,121.82,23.73
3338,111.542,0.063,10.566,-0.0529,0.9953,45,2.241,6.3,121.92,23.62
3339,111.575,-0.694,10.06,-0.0947,0.9959,44,2.775,7.31,122.88,23.8
3340,111.608,-1.508,8.443,-0.1065,0.9977,42,2.656,5.84,123.8,23.71
3341,111.642,-3.419,3.793,-0.1103,1.0031,30,4.067,3.24,126.42,23.57
3342,111.675,0.181,7.882,-0.0046,0.9966,41,1.699,3.52,126.57,23.46
3343,111.709,-0.42,7.394,-0.0492,0.9974,43,2.368,4.16,127.49,23.44
3344,111.742,-2.397,1.993,-0.0599,1.0039,39,2.1,6.41,128.28,23.3
3345,111.775,-0.318,8.253,-0.0781,0.9961,39,2.309,4.9,129.27,23.13
3346,111.809,-1.053,8.331,-0.1026,0.9959,42,2.955,3.24,130.88,23.02
3347,111.842,-0.879,7.082,-0.0174,0.9964,41,2.162,2.95,131.63,22.86
3348,111.876,-1.797,5.973,-0.0415,0.9967,51,1.753,2.9,131.73,22.71
3349,111.909,-3.499,1.416,-0.0752,1.0009,50,1.943,5.12,132.0,22.8
3350,111.943,-2.283,1.694,-0.0865,0.9983,41,1.56,13.01,132.55,23.08
3351,111.976,-0.287,0.124,-0.0039,0.998,42,0.67,11.18,132.61,23.06
3352,112.009,-0.459,-1.102,-0.0439,0.9983,51,0.693,9.08,132.67,23.1
3353,112.043,-0.724,-3.297,-0.0617,0.9988,42,1.191,4.84,132.93,23.0
3354,112.076,-1.807,-5.987,-0.0628,1.0005,40,2.521,5.74,134.04,23.24
3355,112.11,-3.373,-7.048,-0.1431,1.0013,43,1.792,6.16,134.49,23.35
3356,112.143,-1.62,-8.511,-0.0272,1.0015,47,1.777,6.42,134.79,23.53
3357,112.176,-0.637,-9.689,0.0345,1.0018,43,1.772,6.39,135.16,23.65
3358,112.21,1.199,-4.025,-0.0068,0.9925,33,2.254,6.16,135.75,23.63
3359,112.243,-0.369,-11.292,0.0406,0.9997,43,2.543,6.51,136.32,23.67
3360,112.277,2.248,-5.926,0.0031,0.9911,47,2.343,4.93,136.77,23.75
3361,112.31,-3.109,-17.713,-0.0308,1.0073,56,2.342,4.79,137.16,23.85
3362,112.344,-3.576,-17.801,-0.0634,1.0076,62,2.65,4.5,137.45,23.93
3363,112.377,1.797,-6.182,-0.0834,0.9911,53,2.731,3.72,137.77,23.95
3364,112.41,1.214,-7.233,0.0045,0.9926,47,3.034,3.9,138.46,24.23
3365,112.444,-1.936,-10.538,0.0348,0.9977,53,3.515,2.9,137.65,24.94
3366,112.477,-5.565,-16.917,-0.004,1.0087,66,3.734,2.95,137.32,25.65
3367,112.511,-2.707,-8.557,-0.0763,0.9984,54,3.634,4.77,136.69,26.3
3368,112.544,-2.987,-8.454,-0.1562,0.9997,58,3.207,7.56,136.32,26.88
3369,112.577,-1.915,-7.892,-0.157,0.9991,83,3.036,7.36,135.77,27.32
3370,112.611,0.98,-7.514,0.0025,0.997,98,3.024,7.69,135.28,27.87
3371,112.644,0.088,-6.051,-0.0359,0.9968,106,2.993,8.33,134.94,28.42
3372,112.678,-1.157,-5.976,-0.0664,0.9971,121,3.102,6.67,134.5,28.43
3373,112.711,-0.718,-5.698,-0.0271,0.9965,124,2.791,6.63,134.48,28.01
3374,112.745,-0.159,-5.944,0.0042,0.9973,136,1.692,6.5,134.14,28.22
3375,112.778,0.981,-4.279,-0.0014,0.995,114,1.748,8.87,133.47,28.51
3376,112.811,1.096,-5.364,-0.024,0.9962,146,2.188,9.5,132.54,28.68
3377,112.845,0.665,-5.573,-0.0932,0.9974,150,1.804,10.0,132.41,28.98
3378,112.878,0.734,-5.245,-0.0738,0.9971,182,1.874,10.13,132.08,29.22
3379,112.912,0.184,-4.941,-0.117,0.9949,171,1.871,10.27,131.59,29.39
3380,112.945,0.615,-5.707,-0.0481,0.9954,214,1.964,10.97,131.28,29.61
3381,112.978,0.322,-6.44,-0.063,0.9973,219,2.078,12.67,130.5,29.82
3382,113.012,0.7,-6.59,-0.0274,0.9982,233,1.979,13.1,130.05,29.98
3383,113.045,1.458,-6.077,0.0171,0.9969,225,2.172,13.1,129.6,30.0
3384,113.079,1.324,-4.749,0.0209,0.9958,226,2.175,11.72,129.33,30.18
3385,113.112,0.611,-4.968,0.0087,0.9968,261,2.06,11.23,129.05,30.23
3386,113.146,1.726,-4.824,0.0076,0.9967,244,2.245,13.52,128.67,30.38
3387,113.179,4.053,-3.778,0.0806,0.998,250,3.384,16.06,128.48,30.6
3388,113.212,6.191,-3.158,0.2116,0.9981,264,4.164,20.44,128.42,30.66
3389,113.246,5.709,-2.591,0.221,0.9971,263,3.692,24.54,128.49,30.71
3390,113.279,7.304,-2.499,0.273,0.9978,281,4.619,35.45,128.94,30.82
3391,113.313,10.798,-0.908,0.3732,0.9999,286,6.156,18.6,129.55,30.61
3392,113.346,13.139,-0.945,0.4817,1.0033,272,7.32,10.47,130.54,30.08
3393,113.379,15.531,0.334,0.4987,1.0043,282,8.229,6.67,132.36,29.32
3394,113.413,18.766,2.321,0.5793,1.0039,280,8.712,5.14,134.89,28.72
3395,113.446,20.749,-0.575,0.6941,1.0082,305,8.302,4.28,136.87,28.52
3396,113.48,23.85,0.731,0.7684,1.0058,279,8.493,3.84,138.96,28.91
3397,113.513,24.004,0.299,0.7549,1.0066,232,8.748,3.49,141.58,29.5
3398,113.547,24.371,0.356,0.7551,1.0096,207,8.948,2.84,144.52,29.6
3399,113.58,23.989,1.934,0.6568,1.0098,212,10.267,2.55,149.53,30.04
3400,113.613,24.703,1.582,0.6217,1.0094,183,9.791,2.34,152.82,30.55
3401,113.647,26.111,-0.454,0.6724,1.0116,135,10.284,2.06,157.04,31.01
3402,113.68,24.353,-9.438,0.7386,1.0241,81,10.457,1.7,160.73,31.49
3403,113.714,26.787,0.499,0.6248,1.0112,80,9.293,1.56,163.79,32.18
3404,113.747,21.421,-4.719,0.3141,1.0203,63,9.35,1.56,166.78,32.92
3405,113.78,37.819,-10.452,0.8116,0.9965,48,9.096,1.59,169.26,33.57
3406,113.814,37.359,-11.51,0.8115,0.9999,56,8.478,1.64,171.84,33.81
3407,113.847,22.095,-0.8,-0.2198,1.0016,32,8.739,1.32,173.11,32.7
3408,113.881,31.867,2.676,0.3493,0.9967,36,7.791,1.15,175.5,29.71
3409,113.914,32.546,3.545,0.2258,1.0024,59,7.423,1.05,177.15,27.32
3410,113.948,39.258,13.331,0.9455,0.9859,35,8.921,0.83,176.2,24.26
3411,113.981,31.586,9.013,0.5103,0.9957,75,6.643,0.94,177.65,21.99
3412,114.014,27.243,5.911,0.1312,1.0,40,9.527,0.74,176.16,17.52
3413,114.048,28.435,9.043,0.0708,0.9973,36,7.027,0.7,175.09,14.19
3414,114.081,31.437,1.539,0.4989,1.0099,34,4.86,0.56,171.8,13.88
3415,114.115,22.616,-1.381,0.1138,1.016,24,4.12,0.7,168.4,14.27
3416,114.148,23.441,0.586,0.2964,1.01,45,4.869,0.67,164.27,14.13
3417,114.181,19.411,-9.56,0.1688,1.026,26,3.464,0.8,161.55,14.22
3418,114.215,13.651,5.203,-0.3989,1.0113,31,2.737,0.92,159.64,14.03
3419,114.248,18.647,-2.738,0.185,1.0202,30,3.342,0.92,157.11,13.85
3420,114.282,19.991,-4.906,0.3843,1.0215,27,2.39,0.92,155.52,13.3
3421,114.315,30.83,29.279,0.264,0.9759,15,3.609,0.75,152.62,12.5
3422,114.349,10.84,-10.569,0.1368,1.0307,15,2.569,0.68,150.62,11.93
3423,114.382,17.577,11.356,-0.0445,1.005,12,2.608,0.73,148.49,11.21
3424,114.415,0.34,0.23,0.0126,1.0,11,2.811,0.74,146.07,10.39
3425,114.449,0.024,-0.058,-0.0438,1.0,11,2.376,0.75,144.03,9.63
3426,114.482,13.438,-1.522,0.1458,1.0181,19,1.009,0.79,143.32,8.72
3427,114.516,-0.007,0.054,-0.2036,1.0,11,1.54,0.84,141.99,7.63
3428,114.549,-0.062,0.02,1.1668,1.0,8,1.075,0.82,140.99,6.65
3429,114.582,-0.018,0.13,-0.0051,0.9998,94,0.665,0.85,140.36,5.93
3430,114.616,0.034,0.121,-0.0008,0.9998,66,0.934,0.78,139.49,5.19
3431,114.649,0.038,0.254,-0.0061,0.9996,89,0.461,0.79,139.18,4.88
3432,114.683,0.032,-0.01,0.0037,1.0,95,0.394,0.79,138.94,4.64
3433,114.716,0.012,-0.007,0.0029,1.0,100,0.282,0.79,138.77,4.5
3434,114.749,-0.004,0.067,-0.0014,0.9999,108,0.162,0.79,138.7,4.48
3435,114.783,0.027,0.023,0.0047,1.0001,127,0.148,0.8,138.68,4.44
3436,114.816,0.004,0.069,-0.0077,1.0001,93,0.331,0.82,138.86,4.32
3437,114.85,-0.052,0.107,-0.0128,1.0001,121,0.237,0.84,138.96,4.25
3438,114.883,0.038,0.071,0.0008,0.9998,134,0.12,0.85,139.04,4.21
3439,114.917,-0.054,0.058,-0.0083,1.0,115,0.196,0.86,139.12,4.11
3440,114.95,0.035,-0.023,0.0113,1.0,139,0.211,0.89,139.16,4.08
3441,114.983,0.114,-0.01,0.012,1.0,154,0.233,0.89,139.2,4.08
3442,115.017,0.02,0.0,-0.0006,1.0,156,0.209,0.9,139.26,4.07
3443,115.05,0.027,0.025,0.0039,0.9999,141,0.308,0.91,139.37,4.07
3444,115.084,0.025,-0.034,0.0084,1.0001,168,0.14,0.91,139.44,4.07
3445,115.117,-0.085,0.049,-0.0131,1.0001,122,0.421,0.89,139.6,4.19
3446,115.15,0.057,-0.007,0.005,0.9999,167,0.203,0.89,139.67,4.23
3447,115.184,0.003,0.099,-0.0003,0.9999,143,0.261,0.88,139.86,4.35
3448,115.217,0.095,0.067,0.0034,0.9999,150,0.28,0.86,140.06,4.53
3449,115.251,-0.034,0.054,0.0017,0.9999,123,0.471,0.87,140.23,4.74
3450,115.284,0.016,0.042,-0.0013,1.0,145,0.278,0.87,140.44,4.9
3451,115.318,0.057,0.121,-0.0087,0.9999,135,0.27,0.87,140.67,5.15
3452,115.351,0.006,0.008,0.0004,1.0,105,0.562,0.87,141.12,5.67
3453,115.384,-0.017,0.047,-0.0058,1.0,119,0.325,0.86,141.4,6.04
3454,115.418,0.011,0.006,0.0047,1.0001,97,0.738,0.84,142.0,6.68
3455,115.451,0.044,0.046,0.0029,1.0,114,0.518,0.82,142.47,7.27
3456,115.485,0.016,-0.002,-0.0036,1.0,119,0.403,0.84,142.83,7.76
3457,115.518,0.026,0.084,-0.0068,0.9999,115,0.698,0.86,143.48,8.53
3458,115.551,0.042,-0.017,0.0022,1.0,114,0.706,0.87,144.14,9.26
3459,115.585,0.015,-0.014,-0.0009,1.0001,100,0.763,0.85,144.86,10.15
3460,115.618,-0.004,-0.017,0.0049,1.0001,98,0.944,0.83,145.72,11.12
3461,115.652,-0.074,-0.129,0.0012,1.0003,120,0.723,0.86,146.4,12.23
3462,115.685,0.101,0.091,0.003,1.0,110,0.995,0.9,147.32,13.62
3463,115.719,0.029,-0.004,-0.0088,1.0,90,1.163,0.92,148.41,15.06
3464,115.752,0.038,0.079,-0.0107,1.0,103,0.957,1.07,149.19,16.42
3465,115.785,0.022,-0.055,0.0108,1.0002,60,1.455,1.42,150.1,18.3
3466,115.819,-0.035,0.139,0.0,1.0,0,1.114,1.7,150.09,20.38
3467,115.852,14.89,-0.975,0.206,0.9996,21,1.465,1.87,150.02,22.79
3468,115.886,14.913,-0.258,0.2126,0.9944,26,1.778,2.13,150.02,25.11
3469,115.919,13.524,-3.76,0.177,1.007,32,1.606,2.54,149.74,26.97
3470,115.952,13.369,-2.042,0.1229,0.9973,37,2.203,2.79,149.35,28.9
3471,115.986,12.65,-2.68,0.0425,0.999,39,2.1,2.97,149.17,30.27
3472,116.019,11.206,-2.786,-0.2182,1.0009,53,2.257,3.22,148.99,31.06
